date,recession_prob,reprise_prob,boom_prob,ralentissement_prob,cycle_phase,markov_prob,kalman_prob,blended_prob
1977-05-31,0.022283992258078,0.0037600202721377,0.0100747565663579,0.963881230903426,ralentissement_prob,0.5042246077097912,0.6255832113499035,0.8682024984985726
1977-06-30,0.0065361281573131,0.0027889516398211,0.0048076193625415,0.985867300840324,ralentissement_prob,0.4994697785774752,0.6299244054258714,0.8662798326154413
1977-07-31,0.0065361281573131,0.0027889516398211,0.0048076193625415,0.985867300840324,ralentissement_prob,0.4994697785774752,0.635155840855344,0.8709853506828316
1977-08-31,0.0065361281573131,0.0027889516398211,0.0048076193625415,0.985867300840324,ralentissement_prob,0.4994697785774752,0.6143078727218634,0.8522332334020193
1977-09-30,0.0525841270756831,0.0026526963776638,0.0003913758695952,0.9443718006770578,ralentissement_prob,0.5247700274142121,0.6101200237956914,0.8790827275800286
1977-10-31,0.0525841270756831,0.0026526963776638,0.0003913758695952,0.9443718006770578,ralentissement_prob,0.5247700274142121,0.6043677816209305,0.8737632264263817
1977-11-30,0.0525841270756831,0.0026526963776638,0.0003913758695952,0.9443718006770578,ralentissement_prob,0.5247700274142121,0.6108934384915744,0.8797979583095428
1977-12-31,0.8144990435693034,0.0029804188571864,0.0009260561163573,0.1815944814571528,recession_prob,0.9052962842978798,0.6285331607379987,1.0
1978-01-31,0.8144990435693034,0.0029804188571864,0.0009260561163573,0.1815944814571528,recession_prob,0.9052962842978798,0.6222681485861706,1.0
1978-02-28,0.8144990435693034,0.0029804188571864,0.0009260561163573,0.1815944814571528,recession_prob,0.9052962842978798,0.6097055640389486,1.0
1978-03-31,0.854840920912072,2.189100777968264e-05,0.0922530364123423,0.0528841516678059,recession_prob,0.881282996745975,0.5950892903247524,1.0
1978-04-30,0.854840920912072,2.189100777968264e-05,0.0922530364123423,0.0528841516678059,recession_prob,0.881282996745975,0.6156543895656919,1.0
1978-05-31,0.854840920912072,2.189100777968264e-05,0.0922530364123423,0.0528841516678059,recession_prob,0.881282996745975,0.6285399949591158,1.0
1978-06-30,0.0001045490682642,4.454496346810187e-11,0.9316864107428064,0.0682090401443843,boom_prob,0.0342090691404564,0.6323936110384465,0.29511648266364954
1978-07-31,0.0001045490682642,4.454496346810187e-11,0.9316864107428064,0.0682090401443843,boom_prob,0.0342090691404564,0.6403256395374212,0.2985606413745849
1978-08-31,0.0001045490682642,4.454496346810187e-11,0.9316864107428064,0.0682090401443843,boom_prob,0.0342090691404564,0.6298296157748163,0.29400317266694814
1978-09-30,0.0030519655419286,0.0041735136226143,0.0808823156828819,0.9118922051525752,ralentissement_prob,0.4589980681182161,0.6235023546165299,0.8109861589536878
1978-10-31,0.0030519655419286,0.0041735136226143,0.0808823156828819,0.9118922051525752,ralentissement_prob,0.4589980681182161,0.6241777371605298,0.8115663112542244
1978-11-30,0.0030519655419286,0.0041735136226143,0.0808823156828819,0.9118922051525752,ralentissement_prob,0.4589980681182161,0.6190140762124047,0.8071307364753674
1978-12-31,0.0889694559905762,0.036200192922933,0.0028670656031105,0.8719632854833802,ralentissement_prob,0.5249510987322663,0.5757455216164628,0.8475071120486889
1979-01-31,0.0889694559905762,0.036200192922933,0.0028670656031105,0.8719632854833802,ralentissement_prob,0.5249510987322663,0.5510693963162289,0.8246829028397824
1979-02-28,0.0889694559905762,0.036200192922933,0.0028670656031105,0.8719632854833802,ralentissement_prob,0.5249510987322663,0.540225614294109,0.8146529347440095
1979-03-31,0.6204777487505205,0.0821927975758119,0.0008191392320473,0.2965103144416203,recession_prob,0.7687329059713307,0.5245816988026136,1.0
1979-04-30,0.6204777487505205,0.0821927975758119,0.0008191392320473,0.2965103144416203,recession_prob,0.7687329059713307,0.4751261504141816,1.0
1979-05-31,0.6204777487505205,0.0821927975758119,0.0008191392320473,0.2965103144416203,recession_prob,0.7687329059713307,0.4605776847037136,0.9995320394521169
1979-06-30,0.7521532031585878,0.1108119410032471,0.0053810564762968,0.1316537993618681,recession_prob,0.8179801028395218,0.4306221007297092,1.0
1979-07-31,0.7521532031585878,0.1108119410032471,0.0053810564762968,0.1316537993618681,recession_prob,0.8179801028395218,0.377090375552196,0.9500766360985706
1979-08-31,0.7521532031585878,0.1108119410032471,0.0053810564762968,0.1316537993618681,recession_prob,0.8179801028395218,0.341516260376138,0.9067480716380105
1979-09-30,0.7378028134259483,0.1394065874723681,0.0035341026190499,0.1192564964826337,recession_prob,0.7974310616672652,0.3206811478267853,0.8624522042992638
1979-10-31,0.7378028134259483,0.1394065874723681,0.0035341026190499,0.1192564964826337,recession_prob,0.7974310616672652,0.2982791121502054,0.8356273109355488
1979-11-30,0.7378028134259483,0.1394065874723681,0.0035341026190499,0.1192564964826337,recession_prob,0.7974310616672652,0.2772107785611504,0.8103994338784466
1979-12-31,0.8312729408152066,0.1142984117492664,0.0041211946027322,0.0503074528327946,recession_prob,0.856426667231604,0.2452014747480199,0.8219336720568914
1980-01-31,0.8312729408152066,0.1142984117492664,0.0041211946027322,0.0503074528327946,recession_prob,0.856426667231604,0.2436228338878888,0.8199502255822412
1980-02-29,0.8312729408152066,0.1142984117492664,0.0041211946027322,0.0503074528327946,recession_prob,0.856426667231604,0.2561054448908977,0.8356337109231002
1980-03-31,0.8852895869025188,0.0697537675651057,0.0240630804756941,0.0208935650566814,recession_prob,0.8957363694308595,0.2150883620306273,0.8161396349829111
1980-04-30,0.8852895869025188,0.0697537675651057,0.0240630804756941,0.0208935650566814,recession_prob,0.8957363694308595,0.1519449694927084,0.7343224447822804
1980-05-31,0.8852895869025188,0.0697537675651057,0.0240630804756941,0.0208935650566814,recession_prob,0.8957363694308595,0.0922808197786319,0.6570134360465836
1980-06-30,0.7871934350395402,7.784128233788042e-09,0.2127292645648176,7.729261151391152e-05,recession_prob,0.7872320813452972,0.0718002055117487,0.5575827562379119
